Josh Bell,678,50,50,55,60,50,55,60,45,55,30,25,30,45,142
Vladimir Guerrero Jr.,710,80,55,70,70,60,80,70,80,70,45,35,30,75,142
Matt Olson,572,55,45,65,65,45,50,60,55,65,45,25,35,35,142
James Rolle,594,55,55,70,50,50,50,70,55,70,50,20,25,35,140
Jose Altuve,686,60,55,55,55,65,65,55,60,55,70,65,30,55,140
Michael Toglia,625,50,55,65,55,45,45,60,50,65,45,40,40,65,140
Corey Seager,608,70,65,55,50,55,60,55,70,55,65,40,45,50,139
Alberto Rodriguez,654,65,60,65,60,45,60,65,65,65,40,35,50,60,138
Andrew Vaughn,681,60,70,65,60,50,60,65,60,65,50,25,30,35,138
Gleyber Torres,671,55,50,55,55,50,60,60,55,55,60,40,40,60,137
Luis Garcia,682,70,65,60,35,65,70,60,70,60,50,50,45,60,137
Garrett Callaghan,612,50,45,65,70,55,45,60,50,65,50,35,40,55,136
Vinnie Pasquantino,204,60,60,60,45,65,55,60,60,60,40,30,30,45,136
Joey Gallo,604,45,35,75,80,40,40,70,45,75,35,55,40,60,135
Bryan Reynolds,665,65,60,55,60,50,60,55,65,55,60,50,40,55,135
Tommy Edman,258,55,55,45,45,65,55,45,55,45,65,50,60,60,135
Seiya Suzuki,679,55,45,60,60,45,55,60,55,60,40,40,60,60,134
Tim Anderson,617,75,55,55,30,50,80,55,75,55,55,55,55,70,133
Bobby Bradley,560,45,50,70,65,30,40,65,45,75,45,45,30,40,132
Dylan Carlson,627,55,65,60,60,45,50,55,55,60,55,40,55,70,132
Mark Canha,471,50,50,55,60,45,50,55,50,60,40,35,30,65,132
Gabriel Moreno,470,70,60,55,40,55,75,55,70,55,55,30,20,70,132
Kyle Schwarber,691,45,45,60,70,40,45,55,50,60,50,30,40,40,132
Alex Kirilloff,524,65,60,60,40,50,55,60,65,60,55,50,40,55,131
Aaron Judge,550,60,35,65,65,40,55,65,60,65,50,40,35,60,131
Fernando Tatis Jr.,671,70,60,75,55,45,75,80,65,75,60,45,65,80,129
Giancarlo Stanton,284,50,35,65,55,40,55,70,50,60,40,50,35,60,129
Isaac Paredes,547,60,45,55,70,70,60,55,55,55,60,55,40,55,128
Alejandro Kirk,523,45,35,45,55,65,45,45,45,45,45,25,25,30,128
Max Muncy,630,45,50,70,65,45,40,65,45,70,40,40,35,40,127
Ke'Bryan Hayes,522,60,75,45,50,50,65,45,60,45,55,40,35,65,127
Colin Moran,400,60,55,55,60,55,50,50,65,55,55,40,35,30,126
Carlos Rodriguez,695,65,40,35,60,80,60,35,65,35,65,40,60,60,126
Trea Turner,635,80,55,55,40,60,80,55,80,55,55,55,65,65,126
Zac Veen,627,45,75,65,50,35,45,65,50,70,50,45,50,50,125
Adam Frazier,270,55,60,35,50,75,50,35,60,35,70,55,35,55,124
Miguel Vargas,546,60,50,50,35,60,60,55,60,50,45,35,35,80,124
Eliezer Alfonzo,218,45,55,40,35,80,45,40,45,40,50,30,35,45,124
Bobby Witt Jr.,684,60,55,60,45,50,65,60,60,60,55,50,75,75,123
Orelvis Martinez,207,45,45,60,40,45,50,65,45,60,55,55,45,50,123
Kris Bryant,561,50,55,55,60,50,55,60,50,55,55,40,35,65,123
Luis Robert,604,75,60,65,40,50,80,65,75,60,40,40,55,75,122
Rougned Odor,236,40,40,65,50,40,40,60,40,65,70,70,45,50,122
Max Kepler,483,50,50,55,60,55,45,55,50,60,55,40,40,65,121
Dylan Crews,531,55,60,65,45,50,60,65,55,65,50,50,50,55,121
J.D. Martinez,417,45,50,50,55,35,45,55,45,50,35,20,40,50,120
Manny Machado,650,55,50,55,50,55,55,55,50,55,60,65,35,65,120
Nolan Arenado,627,60,45,60,45,55,65,65,60,60,35,35,40,35,120
Jesus Sanchez,664,65,55,60,55,50,60,60,65,65,50,50,40,60,119
Yordan Alvarez,672,75,65,65,55,50,65,60,80,65,40,40,30,40,119
Heston Kjerstad,219,45,55,60,50,35,40,60,45,65,55,60,45,55,119
Cedric Mullins,686,55,55,50,50,55,45,50,55,55,50,65,65,75,119
Yoan Moncada,608,50,60,40,60,45,50,40,50,45,55,55,30,60,119
Austin Hays,500,60,70,55,40,50,60,55,55,55,55,45,35,55,119
Adley Rutschman,555,55,45,55,55,55,55,55,55,55,45,40,30,35,119
Keibert Ruiz,508,50,45,55,50,80,45,50,55,55,50,30,25,30,118
Brandon Belt,682,45,55,55,65,45,40,50,45,55,30,20,40,60,118
Michael Conforto,634,55,45,50,60,50,50,50,60,50,45,40,40,60,118
Nathaniel Lowe,654,45,45,60,65,45,45,55,45,60,40,25,30,30,118
Taylor Ward,681,55,60,60,65,45,60,65,55,60,45,30,40,65,118
Taylor Trammell,380,40,45,55,70,30,40,55,40,55,55,65,55,65,117
Daniel Vogelbach,498,40,35,60,80,45,35,50,45,65,30,20,25,35,117
Gavin Sheets,550,55,55,60,55,45,50,60,55,60,45,35,40,30,116
Michael Brantley,335,80,55,40,40,75,70,35,80,40,75,45,35,65,116
Nick Pratto,573,45,50,60,60,40,45,60,45,60,55,30,40,70,116
Eloy Jimenez,631,50,55,65,45,40,55,65,50,60,55,35,35,50,116
Marcus Semien,634,45,55,55,55,45,45,60,40,55,55,55,45,65,116
Myles Straw,659,50,45,20,55,55,55,20,50,20,50,55,60,65,116
Riley Greene,683,80,60,65,60,50,75,65,80,65,55,45,40,75,116
Oneil Cruz,693,50,60,65,45,50,50,60,55,65,55,50,60,65,115
Victor Bericoto,492,45,65,65,45,45,50,65,45,65,55,35,35,45,115
Zach McKinstry,554,50,50,50,50,50,50,50,55,50,70,60,45,55,115
Lolo Sanchez,319,45,50,40,50,60,45,40,45,40,60,45,60,70,115
Nick Gonzales,567,55,60,50,50,45,60,50,55,50,50,25,45,65,114
Alex Verdugo,626,55,45,45,45,70,50,40,60,45,55,40,40,65,113
Manuel Margot,691,45,55,50,50,50,50,45,45,50,60,55,60,65,113
Austin Meadows,370,50,60,55,50,50,45,55,50,60,55,50,40,60,113
Franmil Reyes,593,45,35,65,60,30,45,65,45,65,40,25,30,35,113
Corbin Carroll,674,60,60,35,60,55,60,35,65,35,60,50,60,70,113
Ketel Marte,466,80,65,50,45,70,75,55,80,50,65,55,25,65,113
Kyle Stowers,309,55,60,60,70,45,50,60,55,60,50,50,40,50,112
Trei Cruz,692,50,40,50,70,50,50,50,50,50,50,50,55,60,112
Starling Marte,514,60,55,45,45,55,60,45,60,45,55,60,65,70,112
Nick Senzel,649,45,60,40,55,45,45,40,45,40,55,50,60,60,112
Kyle Tucker,662,55,65,60,50,45,50,60,55,65,50,45,50,70,112
Josh Jung,580,50,65,55,55,50,55,55,50,55,45,30,35,65,112
Alec Bohm,648,50,45,60,55,50,55,60,50,55,35,25,35,65,112
Austin Allen,385,50,55,50,30,50,50,45,55,50,50,40,25,30,112
Nick Fortes,275,45,60,45,50,60,45,45,45,45,45,25,35,45,112
Seth Beer,610,55,45,60,55,45,50,60,55,60,50,25,25,35,112
Luis Arraez,530,65,50,25,50,80,60,25,65,25,50,50,25,60,112
Peyton Burdick,626,50,50,60,65,50,55,60,50,55,40,45,40,60,111
Brendan Rodgers,348,60,60,45,45,55,65,50,55,45,45,40,35,50,111
Brandon Nimmo,636,55,50,35,65,55,50,35,55,35,55,55,40,55,111
Chandler Simpson,394,55,35,25,45,75,55,25,55,25,60,30,75,80,111
Jeremy Pena,592,45,50,50,45,40,50,55,45,50,60,50,50,70,111
Jean Segura,337,65,50,40,50,70,65,40,65,40,65,60,40,60,110
Taylor Jones,634,45,50,55,55,45,50,55,45,50,45,25,35,40,110
Bubba Thompson,320,45,50,55,40,45,45,60,45,55,50,55,60,70,110
Jorge Polanco,633,45,55,55,45,55,40,60,45,55,65,65,50,55,110
Willson Contreras,500,40,35,55,55,40,40,55,40,55,45,30,35,45,110
Andy Pages,320,40,50,65,55,35,45,65,40,65,55,35,50,55,110
Tyler Stephenson,507,55,45,45,60,55,60,50,55,45,45,35,35,40,109
Brandon Lowe,639,45,45,65,60,35,40,60,45,65,55,40,30,65,109
Trevor Story,556,50,60,50,60,50,55,55,50,50,50,50,65,65,109
Elly De La Cruz,267,50,65,65,35,40,55,65,50,65,50,45,60,60,109
Byron Buxton,498,60,60,60,35,50,65,65,60,60,55,60,50,65,108
Matt Chapman,601,40,55,55,50,40,40,55,40,55,45,35,45,40,108
DJ LeMahieu,531,55,50,40,50,65,60,45,55,40,70,60,30,60,108
Alek Thomas,520,70,45,55,50,60,65,50,70,55,55,55,55,65,108
Xander Bogaerts,677,70,65,60,60,50,80,65,65,55,35,45,30,65,108
Jorge Mateo,518,45,60,40,35,45,50,40,45,40,45,55,70,65,108
Nolan Gorman,632,55,50,65,50,50,50,65,55,65,40,35,35,50,107
Mookie Betts,536,55,65,55,65,65,60,60,55,55,45,50,50,60,107
Jameson Hannah,283,55,55,35,55,60,50,30,60,35,55,55,50,70,107
Andrew Benintendi,459,55,55,45,50,60,45,40,55,45,65,55,40,65,107
Cody Bellinger,475,45,55,60,60,40,45,60,50,65,45,30,45,65,106
Ramon Laureano,676,55,55,60,55,45,60,65,55,60,50,50,55,70,106
José Abreu,607,55,50,55,50,50,60,60,55,55,50,25,35,35,106
Jacob Melton,320,55,60,55,40,45,50,50,55,55,50,45,55,65,106
Rafael Devers,610,50,60,60,55,40,45,55,50,60,45,30,35,55,105
Paul Goldschmidt,421,45,50,40,60,40,45,40,40,40,25,35,30,70,105
Aaron Bracho,269,55,55,60,55,50,55,60,55,60,65,45,45,60,104
Wilmer Flores,629,55,50,55,55,70,70,60,55,50,55,30,30,40,104
Donovan Solano,496,65,45,35,40,55,70,35,65,35,55,45,35,65,103
Colton Cowser,451,70,70,60,65,55,65,60,70,60,45,20,45,55,103
Robert Hassell III,287,45,65,50,50,45,45,50,45,50,45,35,55,55,103
Anthony Rizzo,601,50,35,55,55,55,50,50,50,55,45,55,30,65,103
Cal Mitchell,564,65,55,50,45,55,60,50,65,50,65,30,40,60,103
Brandon Crawford,540,50,50,50,50,50,45,45,50,50,40,35,40,60,103
Elias Díaz,479,50,35,50,50,60,55,50,50,50,50,25,25,45,103
Jose Barrero,513,45,55,50,50,50,45,55,45,50,50,55,50,70,103
Trey Sweeney,630,50,55,55,45,50,50,50,50,55,40,35,40,45,102
Francisco Alvarez,531,45,50,55,50,50,50,55,45,55,45,30,35,45,102
Freddie Freeman,686,60,55,55,60,55,50,50,60,60,35,25,30,60,101
Yasmani Grandal,426,40,35,60,70,35,40,60,40,65,45,25,35,40,101
Abraham Toro,518,55,60,50,60,55,60,55,55,50,55,40,35,60,101
Kolten Wong,566,55,55,45,45,60,50,40,55,45,65,55,50,65,101
Luis Torrens,241,45,40,50,35,45,50,50,45,50,55,45,30,40,101
Jose Ramirez,578,50,80,65,50,70,50,65,50,65,60,45,65,65,101
Endy Rodriguez,405,50,50,50,50,50,50,50,50,50,50,20,35,35,101
Gio Urshela,611,55,65,50,35,55,60,50,55,50,55,40,35,35,100
Luis Rengifo,450,50,50,40,55,55,45,40,50,40,55,30,50,65,100
Jake Cronenworth,540,55,65,50,50,65,50,50,55,50,50,45,35,60,100
Christian Yelich,623,45,45,55,70,45,40,50,45,55,45,50,50,70,100
Salvador Perez,292,45,35,60,30,40,45,65,40,55,35,25,25,35,100
Nick Yorke,449,55,70,55,55,50,60,55,55,55,55,45,50,55,100
Francisco Lindor,657,50,50,50,55,55,50,50,50,50,65,50,50,65,99
Chris Taylor,464,45,55,50,50,40,50,50,45,50,60,55,35,65,99
Jacob Stallings,482,45,50,45,50,45,50,45,45,45,50,50,35,35,99
Amed Rosario,532,45,60,45,40,50,50,45,45,45,55,50,50,65,98
Marco Luciano,698,55,45,65,55,40,60,65,55,65,60,45,50,55,98
Francisco Mejía,483,60,60,45,40,60,55,45,60,50,50,45,30,45,98
Cavan Biggio,616,40,35,55,70,35,40,50,45,55,70,50,35,60,98
Colson Montgomery,657,55,60,60,65,45,50,55,55,60,45,30,40,60,97
Anthony Rendon,533,50,60,50,60,60,55,50,50,50,50,35,40,65,97
Randy Arozarena,650,50,55,50,55,40,50,50,45,50,55,55,65,60,97
Mark Vientos,564,45,60,60,55,40,50,60,45,60,55,45,45,40,97
Yandy Díaz,500,50,50,45,60,60,55,45,50,45,60,35,40,40,97
Jake Meyers,465,45,55,50,50,40,50,50,45,50,60,60,50,65,97
Marcell Ozuna,519,50,35,55,55,50,55,60,50,55,45,45,40,60,97
Pete Crow-Armstrong,443,45,55,35,50,45,45,35,45,35,55,45,45,60,97
Josh Lowe,335,50,50,55,55,40,45,50,50,55,60,50,65,80,96
Luis Campusano,409,45,45,50,50,50,50,50,45,50,40,30,35,40,96
Rowdy Tellez,512,50,45,65,55,45,50,60,55,65,45,25,35,60,96
Eric Hosmer,607,50,45,45,45,50,50,40,50,45,50,30,35,55,96
Brooks Lee,604,55,50,40,55,55,50,40,55,40,55,40,45,65,96
Trent Grisham,623,40,60,45,65,45,40,45,40,45,55,65,55,70,95
Javier Baez,639,55,50,60,40,45,60,65,50,60,45,50,50,65,95
Jo Adell,479,50,55,60,45,45,50,60,45,60,55,50,45,60,95
Matt Vierling,239,45,60,55,45,45,50,55,45,50,55,55,60,70,95
Cole Tucker,370,45,50,35,55,45,40,35,45,40,60,50,50,70,95
Mike Yastrzemski,571,50,60,55,55,45,40,50,50,55,55,55,40,55,95
Triston Casas,554,50,60,65,60,55,50,60,55,65,40,25,30,50,95
Jeimer Candelario,621,45,65,45,50,50,45,45,50,45,50,35,45,40,95
George Springer,543,45,45,55,55,50,45,60,45,50,50,50,40,55,95
Josh Naylor,583,60,50,55,55,55,50,55,60,55,35,25,35,50,95
Eugenio Suárez,554,40,30,65,55,40,45,70,40,65,40,50,40,60,94
Andy Ibanez,620,55,40,50,40,65,60,55,55,50,55,40,40,50,94
Orlando Arcia,585,50,45,55,50,55,50,55,50,55,55,45,40,60,94
Akil Baddoo,676,50,50,50,70,45,45,50,50,50,50,45,55,75,94
Nick Madrigal,295,55,45,30,50,80,60,35,55,30,70,50,50,55,93
J.D. Davis,366,55,40,45,55,45,60,50,55,45,55,35,35,45,93
CJ Abrams,687,65,65,35,40,60,65,35,70,40,60,55,70,75,93
Miguel Amaya,238,40,40,55,60,50,40,55,35,50,45,35,25,35,93
Victor Victor Mesa,273,50,55,40,50,55,50,40,45,40,55,50,45,70,93
Kyle Lewis,638,50,45,50,55,45,55,50,50,50,50,55,40,70,93
George Valera,492,45,40,60,60,35,40,60,45,60,50,35,40,60,93
Wander Franco,528,75,60,50,35,80,75,55,75,50,60,45,55,65,93
Mike Moustakas,460,45,55,55,50,50,40,50,45,55,30,25,40,40,93
Brayan Rocchio,429,55,55,45,40,50,55,45,55,45,65,45,55,65,92
Nick Solak,321,55,45,55,50,50,55,55,50,50,70,55,35,60,92
Michael Harris II,704,60,60,50,50,55,55,45,65,50,60,45,60,75,92
Ian Happ,619,45,40,60,65,40,45,60,45,65,65,50,40,65,92
Luis Urias,654,55,55,50,60,50,55,50,50,50,60,50,25,60,92
Loidel Chapellí Jr.,665,50,55,45,65,65,50,45,50,45,50,40,50,65,92
Bryan De La Cruz,447,55,45,45,45,50,65,45,55,45,55,40,45,60,92
Teoscar Hernández,597,50,50,60,45,45,50,60,50,60,55,55,45,60,92
Lourdes Gurriel Jr.,307,60,65,55,45,55,65,55,60,50,55,40,45,55,91
Matt McLain,351,50,40,40,55,65,55,40,50,40,65,45,55,60,90
Jazz Chisholm Jr.,629,60,65,60,50,45,55,55,60,60,50,55,65,70,90
Luis Matos,202,65,55,55,35,75,65,60,60,55,60,50,45,75,89
Nick Castellanos,648,60,60,55,40,50,65,55,60,50,50,40,45,40,89
Edmundo Sosa,440,55,45,50,40,50,60,50,50,50,70,55,35,55,89
Oscar Colas,473,45,50,65,50,45,45,65,45,65,50,30,45,45,88
Bryan Lavastida,441,60,50,45,50,55,65,45,60,45,50,45,60,60,88
Geraldo Perdomo,578,50,55,35,75,55,50,35,45,35,55,50,45,60,88
Cristian Pache,521,45,45,50,55,45,45,55,45,50,55,55,50,60,87
Jesse Winker,651,55,60,55,60,55,45,50,60,55,35,30,25,60,87
Ty France,441,50,50,50,55,50,55,50,50,45,45,40,40,50,87
LaMonte Wade Jr.,629,55,45,55,55,50,50,55,55,55,55,45,40,65,87
Rafael Marchan,217,45,45,30,50,60,45,30,45,30,50,25,45,60,86
Tyler Naquin,578,50,45,50,50,50,45,50,55,50,45,40,50,55,86
Ozzie Albies,356,50,75,55,50,50,55,55,50,50,70,60,50,70,86
Gavin Lux,269,55,50,50,65,45,50,45,55,50,55,45,40,65,85
Willy Adames,370,40,45,50,55,35,45,55,40,50,55,50,40,55,85
Austin Riley,539,55,60,65,50,40,60,65,55,65,50,40,40,40,85
Jurickson Profar,516,40,50,40,55,60,35,40,40,45,45,35,45,65,85
Thairo Estrada,572,45,50,50,45,50,50,50,45,50,55,50,50,70,84
Sean Murphy,492,40,45,55,50,45,40,55,40,55,45,35,30,30,84
Jackie Bradley Jr.,247,35,50,45,55,30,35,40,35,45,60,50,45,60,84
Gunnar Henderson,402,40,75,50,50,35,40,50,45,50,50,40,40,70,84
Gabriel Arias,559,45,55,50,35,40,50,55,45,50,50,35,45,60,83
Ronaldo Hernandez,208,45,50,55,35,55,45,60,45,55,50,40,30,60,83
Victor Robles,663,40,65,35,50,50,45,40,40,35,60,55,55,70,83
Brennen Davis,651,40,50,55,50,40,40,55,40,50,40,40,35,65,83
Miguel Rojas,561,50,55,30,45,75,55,30,45,30,50,40,45,60,82
Cal Raleigh,334,40,50,55,40,40,35,55,40,55,40,30,40,45,82
Carlos Santana,488,50,35,55,65,60,55,55,50,55,35,30,35,55,82
Daulton Varsho,521,45,40,45,50,55,45,45,45,45,40,30,50,70,82
Tyler O'Neill,618,50,45,65,45,35,55,70,50,65,55,35,55,70,82
Henry Ramos,380,55,45,45,50,55,60,45,50,45,40,30,45,65,82
Andrew Velazquez,480,45,60,45,50,40,45,45,45,45,65,50,75,75,81
Jonathan India,289,50,60,55,60,40,55,55,50,55,50,45,40,65,81
Jeter Downs,541,45,50,50,45,40,45,50,45,50,55,50,55,70,80
Mike Zunino,475,30,35,65,45,25,30,70,30,65,40,35,25,35,80
Christian Vázquez,411,50,30,40,45,60,55,45,50,40,35,30,35,55,80
Will Smith,509,40,45,60,55,50,45,60,40,60,45,50,40,60,80
Austin Hendrick,379,45,55,65,60,30,45,60,45,65,55,55,45,60,80
Avisail Garcia,544,55,40,55,40,50,60,55,55,55,60,55,40,60,80
Brice Turang,406,55,40,35,55,60,50,35,55,35,60,45,50,65,80
Victor Labrada,250,50,55,35,50,50,50,35,50,35,45,40,75,55,79
Steven Duggar,395,50,60,50,50,40,45,45,50,50,60,60,55,65,79
Justin Turner,588,45,30,45,60,50,45,45,45,45,65,40,45,60,79
Brett Phillips,579,35,35,50,65,30,35,50,35,55,50,45,60,70,79
Tim Locastro,452,50,65,40,40,50,55,45,50,35,60,50,65,65,79
Adam Engel,235,45,50,50,35,45,45,50,45,50,60,55,60,65,79
Dansby Swanson,571,40,45,50,50,45,45,55,40,50,55,45,40,70,78
Ezequiel Tovar,595,50,55,45,30,65,50,45,50,45,55,45,60,70,78
Adalberto Mondesi,564,50,60,45,35,45,50,45,50,45,60,60,75,80,78
Brad Miller,542,40,45,55,60,35,35,50,40,60,65,65,45,60,78
Tyler Wade,303,40,50,25,50,45,40,25,40,25,60,45,65,70,78
Jack Suwinski,435,45,55,55,65,40,40,50,45,55,55,45,45,55,77
Adam Duvall,531,35,40,65,45,35,35,65,35,65,45,40,40,60,77
MJ Melendez,442,40,45,55,50,40,40,50,40,55,55,30,60,65,77
Jordan Luplow,484,45,45,55,65,45,50,55,40,55,50,35,35,55,77
Nick Gordon,439,55,45,45,45,50,50,45,55,45,65,55,60,75,77
Jake Rogers,412,40,35,60,55,30,40,65,40,60,50,20,30,45,77
Jake McCarthy,613,45,50,50,55,50,45,45,50,50,45,55,75,75,77
Adolis García,457,40,40,60,35,35,45,60,40,60,55,50,55,70,77
Harrison Bader,490,50,55,55,55,45,55,60,50,55,50,65,50,65,76
Ryan Jeffers,293,40,40,55,55,35,40,55,40,50,40,25,25,35,76
Connor Scott,378,45,65,45,45,50,45,45,45,45,45,55,50,75,76
Jose Iglesias,572,50,50,35,30,75,50,35,50,30,70,45,40,60,76
Luis Guillorme,382,50,35,25,60,55,45,25,50,25,55,35,35,55,75
Enrique Hernández,565,50,55,50,50,55,55,55,50,50,65,50,45,50,75
Jeff McNeil,632,65,50,35,45,75,55,35,70,40,60,40,35,55,75
William Contreras,453,45,40,55,50,45,45,55,45,55,40,25,30,40,75
Royce Lewis,277,45,45,35,35,50,45,35,45,35,60,50,65,65,74
Carson Kelly,504,45,35,55,60,45,45,60,45,55,45,30,25,30,74
Ethan Murray,567,45,50,35,55,45,45,40,45,35,45,45,50,65,74
Kevin Kiermaier,472,45,55,35,45,50,45,35,45,35,55,50,60,70,73
Buddy Kennedy,354,40,35,55,50,45,45,55,40,55,50,40,40,65,73
Randal Grichuk,388,45,50,60,40,50,55,60,45,60,35,25,45,55,73
Nicky Lopez,575,70,45,25,40,75,65,20,70,25,60,60,50,65,73
Joey Bart,467,50,55,60,40,35,55,65,50,60,40,25,30,40,72
David Fletcher,441,55,55,25,35,80,55,25,50,25,65,45,40,65,72
Andres Gimenez,379,50,50,45,40,50,45,45,50,45,60,40,55,75,72
Hunter Dozier,448,45,55,60,50,40,45,60,45,55,45,35,30,65,72
Ivan Herrera,517,50,40,55,55,50,50,55,50,55,50,45,30,40,72
Patrick Wisdom,594,40,30,65,55,30,45,65,40,60,45,45,35,65,72
Sam Huff,247,40,40,60,45,30,45,60,40,60,55,45,40,45,71
J.P. Crawford,589,50,50,25,60,55,45,25,50,25,50,60,25,55,71
Brandon Marsh,340,40,60,35,55,40,40,35,40,35,65,55,50,65,71
Jace Peterson,574,40,45,45,65,45,40,40,40,45,60,55,50,65,70
Wil Myers,339,45,50,50,55,35,45,50,45,50,35,25,50,65,70
Eddie Rosario,582,55,55,55,40,60,50,50,60,55,60,45,35,65,69
Aeverson Arteaga,556,45,50,40,35,50,50,40,45,40,50,45,65,60,68
Johneshwy Fargas,442,40,35,35,45,50,40,35,40,35,55,55,80,70,67
Reese McGuire,478,40,50,40,45,50,35,35,40,40,50,40,35,50,66
Ramon Urias,279,50,60,45,45,45,55,45,50,45,50,40,45,50,66
Liover Peguero,681,50,50,45,40,50,50,45,50,45,55,25,60,75,66
Mitch Haniger,322,50,40,60,50,40,45,60,50,65,50,50,40,65,65
Vidal Bruján,218,40,55,35,50,50,35,35,40,35,65,60,70,75,64
Kevin Newman,358,50,45,30,35,80,55,30,50,30,60,45,45,60,62
Anthony Volpe,618,45,45,50,55,45,45,50,45,50,70,50,60,75,62
Marcelo Mayer,437,55,60,50,40,45,50,50,55,50,55,45,45,50,61
Edward Olivares,216,45,45,55,40,45,45,55,45,55,60,50,60,70,61
Ryan McMahon,562,45,50,60,50,45,40,55,45,60,35,25,40,65,61
Jaylin Davis,470,45,40,60,55,35,45,65,45,60,55,35,45,60,60
Nick Plummer,285,45,50,50,60,35,40,50,45,50,55,45,45,55,60
Tyrone Taylor,243,40,50,50,50,50,45,50,40,50,50,40,45,60,60
Nick Ahmed,500,55,60,40,55,55,60,40,50,40,60,55,40,60,59
Bryson Stott,567,50,50,40,60,45,45,40,50,40,45,45,50,65,59
Patrick Bailey,219,45,55,45,60,55,40,45,45,45,50,30,45,45,59
Austin Slater,454,45,55,50,50,40,45,55,45,50,55,25,55,70,58
Michael A. Taylor,552,45,45,45,45,40,45,50,45,45,50,55,60,60,57
Khalil Lee,225,40,50,45,55,30,40,45,40,45,55,55,55,50,56
Nick Allen,325,45,55,45,40,70,45,45,45,40,65,45,50,70,49
Santiago Espinal,445,50,55,30,50,70,50,30,50,30,75,70,50,60,49
Sergio Alcantara,366,40,35,35,60,45,40,35,40,35,50,45,40,60,48
Jonah Heim,269,45,45,40,50,55,45,40,45,40,50,25,30,35,47
Yasel Antuna,366,50,65,50,40,50,55,50,50,50,55,45,55,60,41
Andrelton Simmons,437,50,40,30,40,80,55,30,50,30,45,45,40,70,37
Randy Gay,258,55,40,55,45,60,55,55,55,55,30,30,40,50,35
Victor Bericoto,675,50,60,70,50,45,55,70,50,70,55,30,35,45,164
Jordan Walker,408,55,50,65,50,45,55,70,55,65,55,45,40,65,162
Juan Soto,645,70,50,60,80,55,65,60,70,60,50,45,35,75,162
Vladimir Guerrero Jr.,572,80,55,70,70,60,80,70,80,70,45,35,30,75,161
JT Schwartz,517,75,65,60,80,75,70,55,75,60,35,45,35,45,161
Juan Yepez,376,40,50,55,50,50,45,60,40,55,50,40,40,35,157
Alex Bregman,657,55,60,55,65,70,60,55,55,55,60,40,35,65,155
Austin Allen,247,55,55,50,30,55,50,45,55,50,50,40,25,30,153
Andrew Vaughn,685,55,70,65,60,50,60,65,55,65,50,25,30,35,152
Joey Gallo,683,45,35,70,80,40,40,65,45,70,35,60,40,60,152
Nolan Gorman,645,50,45,60,45,50,50,60,50,65,40,35,35,50,151
Colson Montgomery,650,55,60,55,60,45,50,55,55,60,45,30,40,60,150
Josh Jung,501,55,65,55,55,50,55,55,55,55,45,30,35,65,149
Gavin Sheets,314,55,55,60,50,45,50,60,55,60,45,35,40,35,147
Zac Veen,686,50,75,70,50,35,45,65,50,70,50,45,50,60,145
Kris Bryant,473,50,55,55,65,50,50,60,45,55,55,40,35,65,143
Rafael Devers,345,50,60,60,55,40,45,60,50,60,45,30,35,55,143
Trea Turner,477,80,55,55,40,55,80,55,80,55,55,60,65,65,142
Lency Delgado,676,50,55,75,60,40,50,75,45,75,50,35,40,60,141
Seiya Suzuki,698,50,40,60,60,45,55,60,50,60,40,40,60,60,141
Bryce Harper,473,55,60,65,80,40,50,60,60,70,50,60,40,70,141
Austin Riley,673,55,60,65,50,35,60,65,55,65,50,40,40,40,140
J.T. Realmuto,487,50,55,50,55,45,50,50,50,50,45,45,40,65,138
Trei Cruz,610,50,40,50,70,50,50,50,50,50,50,50,55,70,138
Nick Castellanos,701,55,60,55,45,50,60,55,55,50,55,40,45,40,136
Taylor Ward,443,55,65,60,65,45,60,60,55,60,45,25,40,65,136
Kyle Manzardo,560,60,55,55,40,55,60,55,65,55,45,30,25,50,136
Ke'Bryan Hayes,659,60,75,45,50,50,65,45,60,45,55,45,35,65,136
Jose Barrero,661,50,55,55,50,50,50,55,45,55,50,50,50,70,136
Kyle Tucker,684,55,65,60,50,45,50,60,55,65,50,45,50,70,136
Alberto Rodriguez,585,65,60,65,65,45,60,65,65,65,40,30,50,70,133
Corey Seager,568,65,65,55,50,55,60,55,70,55,65,40,45,50,133
Ketel Marte,315,75,70,50,45,65,70,50,75,50,65,50,25,65,132
Ramon Laureano,559,55,60,60,55,45,60,60,55,55,50,50,50,70,132
Bobby Witt Jr.,668,65,50,60,45,50,65,60,65,60,55,50,75,80,131
Dylan Carlson,685,55,65,60,60,45,50,55,55,60,55,40,55,70,131
Jesse Winker,573,55,65,55,60,55,45,50,60,55,35,30,25,60,131
Spencer Torkelson,698,60,45,70,60,40,65,70,60,70,45,40,40,55,131
Byron Buxton,494,60,60,65,40,50,65,65,60,65,55,60,50,70,130
Jordan Lawlar,410,55,55,45,50,45,55,45,55,45,60,60,55,60,129
Max Muncy,682,45,45,65,65,45,40,65,45,70,40,40,35,40,129
Michael Toglia,635,50,55,65,50,40,45,60,50,65,45,40,40,65,128
Marco Luciano,645,55,45,65,55,45,60,65,55,65,60,50,50,55,127
James Wood,443,55,50,65,60,50,55,65,60,65,35,25,50,55,127
Jose Altuve,661,60,55,55,50,65,65,55,60,55,70,65,30,55,126
Seth Beer,594,60,40,60,50,50,55,60,60,60,50,25,25,35,126
